,gene_name,DNase,H3K4me1,H3K4me3,H3K27ac,H3K27me3,H3K36me3,gene_exp
45,APEH,576.8585447203662,5.214207491316028,5.410651250589901,55.0480056980057,0.0001,5.498755957670247,328.082192899456
46,TMEM41B,554.4493867480915,4.672490203795281,6.001818467830738,68.7838081671415,0.0001,0.0001,176.386209711098
47,SEC61A2,867.454722296317,0.0001,6.030427874783703,38.33907882241216,0.0001,3.590661604329913,26.9959286104677
48,PDE2A,200.96299163704683,4.89290908779795,1.339137958156363,0.0001,3.5239745170537766,0.0001,0.288212760965847
49,SI,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
50,KIF3B,477.1016479405623,0.0001,4.797788264904829,0.0001,0.0001,4.151555052912189,1.7292765657950802
51,ARHGDIB,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
52,RGS11,269.63621768111483,4.747155250594616,2.691186094069529,0.0001,5.506761206319,0.0001,0.480354601609745
53,NQO2,440.95784475947386,4.082818569155217,4.316155419222904,24.145156695156697,0.0001,7.073656999757654,0.0
54,APBB1,386.74213998784126,4.574570934788932,6.026646216768915,0.0001,3.1944580222563683,3.189191372485661,18.2534748611703
55,TBC1D3I,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
56,PBK,90.3629539029163,4.441582108451258,5.1099748308950765,45.86899335232668,0.0001,4.3274254786331685,24.402013761775105
57,VPS37A,209.63750440050805,0.0001,5.975140789680666,57.32312440645774,0.0001,4.27545843767671,0.0
58,FAS,125.06100495676117,4.88964938998306,5.613358502438257,34.33314339981007,2.523661978037402,0.0001,1.7292765657950802
59,GTF3C2,0.0001,0.0001,0.0001,0.0001,0.0001,6.450302932385491,0.0
60,P4HA1,237.10679481813528,0.0001,5.635293377379267,28.91557454890788,0.0001,3.3227320462072862,87.23239565232971
61,ZNF680,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
62,NT5DC1,0.0001,0.0001,0.0001,19.80408357075024,0.0001,6.260982308748687,0.096070920321949
63,GPR6,204.57737195515568,5.3577710853681495,4.390341355985528,0.0001,9.030793661414975,0.0001,0.0
64,CNNM2,339.03231978880456,5.406914666073476,0.0001,43.23627730294397,4.894568267742302,3.2785927780919297,19.2141840643898
65,LRP4,130.12113740211353,0.0001,0.0001,0.0001,0.0001,5.258566927861701,0.0
66,RAET1L,0.0001,0.0001,1.6538823344344815,0.0001,5.216544656766062,0.0001,0.0
67,RGL4,44.09888583112314,0.0001,0.0001,0.0001,0.0001,4.862727199289118,0.0
68,NUP43,318.79179000739504,4.27172704094728,6.103478055686645,27.87692307692308,0.0001,5.037482833831489,131.61716084107002
69,PSMC5,170.60219696493257,4.612018959292278,4.906531382727701,52.29363722697056,0.0001,0.0001,332.117171552978
70,HSPA12B,302.88851660771616,4.952704436953509,2.7380556866446435,0.0001,3.2978284658577643,0.0001,22.768808116301894
71,CSTF2T,28.91848849506601,6.771401926729522,5.319377064653138,43.124928774928776,0.0001,0.0001,58.89147415735479
72,SPPL2C,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
73,CLPSL1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.096070920321949
74,MRO,91.08582996653809,5.355409729470749,1.6755214723926382,21.305413105413106,0.0001,0.0001,0.0
75,TUT1,154.69892356525366,3.569882445543368,5.8188390750353935,30.302516619183283,0.0001,5.016931900799741,0.0
76,NHLRC3,106.2662273025952,0.0001,0.0001,38.33907882241216,0.0001,0.0001,25.6509357259604
77,TYSND1,769.8664537073784,4.829186701117366,3.8159729432122074,26.240645773979104,2.8538108951264314,0.0001,44.5769070293843
78,QRICH1,295.6597559714985,0.0001,4.126427560169891,62.22929724596391,0.0001,10.602318442523629,1.7292765657950802
79,AP3S1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
80,BSX,167.7106927104455,5.487517325165552,1.5325625294950451,0.0001,0.0001,0.0001,0.0
81,CHD6,0.0001,0.0001,0.0001,0.0001,0.0001,7.688593585911624,0.0
82,B3GALT4,255.17869640867943,5.70765387313701,0.0001,34.40650522317189,0.0001,0.0001,0.0
83,RNF216,0.0001,0.0001,0.0001,0.0001,0.0001,6.473220777122545,0.0
84,LRFN2,275.419226190089,4.656662274772848,4.216578574799434,19.403561253561257,4.344471037915144,2.603312060748041,0.288212760965847
85,CCDC28A,75.90543263048095,0.0001,4.769016831838917,50.67113010446344,0.0001,0.0001,52.5507934161061
86,PRPSAP1,510.3539468671637,5.304486576205061,4.1969120654396725,13.432573599240266,11.810412037403497,4.095379271346635,0.0
87,OR5T1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
88,PPP1R2B,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
89,ADH7,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
90,PTPN18,326.02055064361275,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
91,MET,0.0001,0.0001,0.0001,0.0001,0.0001,2.603312060748041,0.0
92,KCNIP2,505.2938144218113,5.090373196899437,3.4098898851659585,18.750284900284896,3.861292246829117,0.0001,0.0
93,ENDOD1,347.7068325522658,3.965948563508496,6.027678150070788,0.0001,5.191202883519238,0.0001,1.53713472515118
94,TAAR5,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
95,EPM2AIP1,142.4100304836836,0.0001,0.0001,47.56965811965812,0.0001,4.226698440907989,0.0
96,MAMDC4,756.8546845621864,4.8477182115295765,0.0001,86.09477682811016,0.0001,0.0001,0.0
97,CDK7,171.32507302855433,3.607903697746445,5.03670599339311,16.301661918328584,0.0001,4.6520155101381375,119.127941199217
98,IFNA7,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
99,CYLC2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
100,SMG6,43.37600976750137,4.020798754299207,0.0001,0.0001,0.0001,4.672744163502705,0.0
101,GJB6,255.90157247230124,4.878886398247806,2.988653452886582,0.0001,13.745456963867062,0.0001,0.0
102,RGPD4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
103,OST4,660.7121681004915,4.378912065159733,4.873242095327985,39.521415004748334,0.0001,0.0001,33.8169639533261
104,TRA2A,122.89237676589586,3.893525093684228,0.0001,72.60660018993352,0.0001,7.688593585911624,204.823202126395
105,SNTB1,167.7106927104455,4.3276039082151225,5.118750983168161,0.0001,5.49088128658359,2.8788593585911624,0.96070920321949
106,OR5V1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
107,ARHGDIA,607.9422154561023,5.892558306668264,5.35438257039484,17.78566001899335,0.0001,0.0001,0.0
108,GATA5,224.09502567294345,5.992710597012371,3.1134953594462798,0.0001,14.46417021707181,0.0001,0.0
109,ITPRIPL2,226.26365386380877,5.850233568898547,3.77083215353154,0.0001,9.533271532754986,0.0001,0.672496442253643
110,UNCX,406.259793705629,6.747292140791568,0.9327906245084158,0.0001,14.544059433006892,0.0001,0.0
111,RBM18,136.62702197470946,5.6698550675039785,3.971278905143936,41.480246913580245,0.0001,5.429671217384279,16.4281273750533
112,MCPH1,219.03489322759103,0.0001,6.169027843322322,36.39401709401709,0.0001,4.650157524840456,95.5905657203393
113,CDCA3,463.3670027317487,4.183783645043719,4.344788422211734,46.029629629629625,0.0001,4.107948945795298,120.809182304851
114,SMC1B,369.3931144609188,4.013475128762341,2.649447852760736,0.0001,3.8621817181812026,0.0001,1.53713472515118
115,FOXP2,0.0001,5.127590219195428,0.0001,0.0001,0.0001,0.0001,0.0
116,WDFY4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
117,PTTG1IP2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
118,NDUFS1,302.1656405440944,5.733029893396759,6.05832782759163,66.21310541310541,0.0001,5.996582922691655,185.609018062006
119,USP13,326.02055064361275,5.946518711178796,5.240891930155733,23.52383665716999,0.0001,5.220082397608853,4.03497865352186
120,DNAL4,292.7682517170114,3.791892678085591,5.345191127890514,0.0001,1.736871525247522,0.0001,23.8255882398434
121,SPATA2,501.6794341037024,4.242988655224927,6.955488437942425,53.45118708452042,0.0001,3.651070361095404,0.0
122,AADACL2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
123,OR3A3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
124,KRT1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
125,ZNF502,193.7342310008292,0.0001,4.955804624823029,0.0001,0.0001,5.307213829873172,18.6377585424581
126,DMAC1,89.64007783929453,4.619334029191834,6.705361019348749,25.279867046533717,0.0001,3.0445350997657323,0.0
127,PTCH1,173.49370121941965,5.537430913228726,3.893470190341356,0.0001,13.661785454613703,7.259762501009774,0.0
128,SEPTIN8,213.2518847186169,3.758243356547629,5.106002831524304,0.0001,5.105185291571157,0.0001,0.96070920321949
129,SUDS3,40.48450551301431,0.0001,0.0001,0.0001,0.0001,5.807981258583084,0.0
130,SPATA2L,696.8559712815799,4.6645505723721365,4.546756331602957,0.0001,2.116014809289997,0.0001,9.414950191551
131,SLC15A2,21.68972785884833,4.7265276090415975,1.1685983954695611,90.94677113010448,0.0001,0.0001,0.672496442253643
132,ADO,403.368289451142,4.441582108451258,4.436773635362592,48.21813865147198,0.0001,0.0001,35.642311439443105
133,FEZF2,153.97604750163188,6.669735288581646,0.0001,0.0001,0.0001,0.0001,0.0
134,ISM1,287.70811927165903,3.09389811947092,4.763187037910964,0.0001,2.261875870600687,0.0001,0.288212760965847
135,GFRA4,286.26236714441546,5.088285621395937,0.0001,0.0001,0.0001,0.0001,0.0
136,HTRA1,355.65846925210525,4.156799164969799,3.546177442189712,0.0001,12.29006966437553,0.0001,1.7292765657950802
137,CASP2,451.8009857138004,0.0001,4.728463111530596,29.36087369420703,0.0001,9.211535665239518,0.0
138,CACNA2D4,113.49498793881288,4.654198251227734,0.0001,0.0001,0.0001,0.0001,1.92141840643898
139,SRRM3,328.18917883447807,6.779632449821188,3.1121283624351106,28.66832858499525,0.0001,0.0001,0.0
140,FLI1,182.89109004650263,4.082818569155217,3.482095327984898,0.0001,0.0001,0.0001,0.0
141,GRHL1,1064.077011601438,0.0001,4.901571495988674,0.0001,7.410899043369481,0.0001,8.26209914768762
142,CALM2,261.68458098127536,5.281035574339933,0.5159462010382256,28.54468186134853,0.0001,7.533298327813231,340.187128860021
143,GRB7,159.75905601060603,4.957606817131809,0.0001,49.11206077872745,0.0001,4.428952257856047,20.1748932676093
144,RNF217,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
145,ATP7B,408.4284218964943,3.379399736486371,5.791936448010067,27.773266856600188,3.036968551067488,5.00274658696179,0.0
146,ST8SIA3,380.9591314788671,0.0001,0.0001,26.49178537511871,0.0001,0.0001,0.0
147,INS,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
148,TMEM200A,250.84144002694885,0.0001,4.371404750668554,31.93309591642925,0.0001,2.6366184667582195,0.96070920321949
149,SLC25A20,303.6113926713379,5.183201861706679,4.686344187509832,13.036894586894585,0.0001,0.0001,6.9171062631803295
150,RAG1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
151,OR13A1,34.70149700404016,4.358181755959001,0.5625751140475067,16.94567901234568,0.0001,0.0001,0.0
152,FAM126B,0.0001,0.0001,0.0001,0.0001,0.0001,3.377510299701106,0.0
153,PLEKHO2,565.292527702418,4.7901729949863965,6.617181060248544,102.37355175688508,0.0001,5.239494304871153,86.94418289136391
154,ARL16,1020.7044477841318,4.013475128762341,5.0256221488123325,17.979344729344728,0.0001,0.0001,0.288212760965847
155,ARFGAP1,239.99829907262236,2.9373128454338566,0.0001,0.0001,0.0001,5.307213829873172,0.096070920321949
156,SH3BP4,41.20738157663608,5.113781420578019,0.0001,30.302516619183283,0.0001,6.582801518701025,0.288212760965847
157,RNASET2,416.38005859633375,3.791892678085591,5.159359760893502,0.0001,1.9866579297187064,3.711511430648679,3.84283681287796
158,USP19,570.3526601477704,7.821358292979244,4.304296051596665,36.286182336182335,0.0001,5.910130058970838,38.5244390491016
159,THRA,73.01392837599387,0.0001,0.0001,13.646343779677112,0.0001,5.180741578479683,0.0
160,DOCK10,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
161,OVOL2,271.8048458719801,4.156799164969799,0.0001,23.796391263057927,3.053623698128112,5.258566927861701,0.0
162,FAXC,0.0001,0.0001,0.0001,0.0001,0.0001,4.042467081347443,0.096070920321949
163,STAC3,0.0001,3.965948563508496,0.0001,0.0001,0.0001,0.0001,0.0
164,DPYSL3,241.44405119986587,4.564860286442737,0.0001,89.57625830959164,0.0001,7.637393973665077,8.26209914768762
165,RBX1,523.3657160123554,3.3509009086086827,5.329844266163284,46.871984805318135,0.0001,4.46876161240811,1018.15961357202
166,ACACA,0.0001,5.406914666073476,0.5589161554192229,17.618708452041783,0.0001,6.280240730269004,0.0
167,PPP4R2,203.13161982791212,4.189832480621481,8.001827906245085,36.706695156695154,0.0001,4.565134501979157,0.096070920321949
168,KCNK9,342.6467001069134,5.736674594890574,3.8735409784489536,0.0001,0.0001,0.0001,0.0
169,SMDT1,574.689916529501,3.486011532999093,3.648540191914425,47.31728395061729,0.0001,3.247790613135148,48.996169364194
170,FADS2,389.63364424232833,5.064167279820674,0.0001,69.65147198480531,0.0001,8.506244446239599,0.096070920321949
171,ANTXRL,399.7539091330331,4.37288034085659,4.131857794557181,0.0001,2.9695400943492456,0.0001,0.0
172,HPX,105.54335123897344,3.540468164473572,0.0001,0.0001,0.0001,0.0001,0.0
173,CHRM2,70.1224241215068,4.097636932975137,3.286051596665093,0.0001,0.0001,0.0001,0.096070920321949
174,MTERF2,177.10808153752848,5.219007203846615,5.554838760421582,13.45242165242165,0.0001,0.0001,44.9611907106721
175,DAP,363.6101059519447,4.747155250594616,4.18280163599182,33.43433048433048,2.605407659409179,3.874295177316423,0.480354601609745
176,TMEM129,811.7932653974409,3.965948563508496,3.3080509674374703,65.93969610636277,0.0001,3.738621859600937,0.0
177,ARRDC1,148.91591505627952,4.430699337793672,0.0001,0.0001,0.0001,0.0001,0.096070920321949
178,SHC4,119.27799644778702,3.3573261922280597,4.075167531854648,55.16253561253561,0.0001,0.0001,0.0
179,PRAME,190.1198506827203,0.0001,0.0001,0.0001,1.6738455437077244,0.0001,0.288212760965847
180,PIP5KL1,425.77744742341673,5.017641724132031,4.818156363064339,15.020322886989552,4.166462523471028,0.0001,0.0
181,TBC1D20,417.1029346599555,0.0001,5.286694981909706,22.241263057929725,2.214689007358132,5.096098230874868,29.974127140448104
182,ADCY5,0.0001,0.0001,0.0001,0.0001,0.0001,4.042467081347443,0.0
183,CCDC110,335.4179394706957,2.5766927328416696,5.825559226050023,0.0001,1.594013449786078,0.0001,3.84283681287796
184,CADM1,383.8506357333542,4.905793877585941,0.0001,21.1988603988604,1.895225986925587,0.0001,18.7338294627801
185,GTF2A1L,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
186,KARS1,0.0001,0.0001,0.0001,0.0001,0.0001,7.682389530656757,0.288212760965847
187,URM1,299.2741362896073,7.28938587635393,6.226218341985213,23.64748338081672,2.1479133736505944,3.2737377817271183,161.20700430023
188,BMP6,532.7631048394385,6.78923187488236,2.9834937863772217,0.0001,0.0001,3.8957751029970105,0.0
189,MMRN2,292.0453756533896,5.542307626495098,3.347697026899481,0.0001,0.0001,0.0001,0.0
190,AMN1,184.33684217374616,3.911166817816259,4.8449803366367785,44.99230769230769,2.0464687579307794,0.0001,5.379971538029151
191,PACSIN3,411.31992615098136,4.468498143426704,5.044401447223533,75.46377018043684,1.9291605430508207,3.918676791340173,6.43675166157058
192,IFNW1,23.858356049713635,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
193,BOLA2B,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
194,TMEM135,301.44276448047265,4.221787785972177,6.36432751297782,32.62568850902184,0.0001,2.6366184667582195,2.97819852998042
195,ITGB5,27.47273636782248,4.599647507742851,0.0001,0.0001,0.0001,5.645876080458842,1.7292765657950802
196,UCHL1,289.15387139890254,4.540707722318236,6.603577159037282,55.70432098765432,0.0001,7.073656999757654,10433.2058760433
197,RUNDC1,517.5827075033814,3.474803648123749,6.1662655340569446,22.15546058879392,0.0001,5.647063575409969,7.589602705433969
198,TPPP,236.38391875451347,0.0001,2.5924115148655025,0.0001,4.731901094049763,4.095379271346635,0.0
199,NAGLU,1008.4155547025618,5.41782310364299,3.4549756174296045,25.40351377018044,0.0001,3.7256725098957912,0.0
200,ENDOU,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
201,HPSE,169.15644483768904,3.0530107287691863,5.575165958785591,0.0001,4.198279484955286,0.0001,0.096070920321949
202,GPX3,239.27542300900052,0.0001,3.0727733207487806,0.0001,3.3361410162985425,3.7825510945956857,17.5809784189167
203,MCCC1,441.68072082309567,3.753400865830496,4.835792040270568,29.36087369420703,0.0001,5.633136763874303,363.82057525922096
204,MCC,250.84144002694885,0.0001,4.278398615699229,0.0001,3.369153459921155,4.179424832377413,0.0
205,DNAAF1,216.8662650367257,0.0001,0.0001,0.0001,0.0001,3.4135471362791825,0.0
206,SRPRA,631.7971255556207,4.053506955733133,5.230182476010697,36.95897435897435,0.0001,7.398675175700784,0.0
207,ANAPC7,221.92639748207813,4.780539347375986,5.062941639137958,63.89097815764482,0.0001,7.066992487276839,333.22198713668
208,HCN4,620.2311085376724,6.560402799404528,0.0001,22.32397910731244,4.129529061640365,4.586630584053639,0.0
209,SH2D3C,125.78388102038294,4.100195068530655,0.0001,0.0001,0.0001,0.0001,0.0
210,BMT2,375.8989990335148,3.4528156602385307,3.6558549630328767,54.64491927825261,0.0001,0.0001,0.0
211,DNAI1,590.5931899291799,5.87169110727058,4.645452257354098,0.0001,1.933893509878436,0.0001,0.288212760965847
212,C9orf131,0.0001,0.0001,0.0001,0.0001,0.0001,3.67761531626141,0.0
213,SLX1B,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
214,CLTCL1,0.0001,0.0001,0.0001,0.0001,0.0001,4.428952257856047,0.096070920321949
215,MED11,349.15258467950935,3.210040895946339,5.251881390593047,48.456647673314336,0.0001,0.0001,56.8739848305938
216,ASPRV1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
217,STK31,78.07406082134625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
218,CRYZL1,51.32764646734083,0.0001,0.0001,0.0001,0.0001,3.7825510945956857,0.288212760965847
219,CPSF7,389.63364424232833,0.0001,5.527855906874311,31.08233618233618,0.0001,8.098263187656514,218.89759195356095
220,PKDCC,100.48321879362103,7.134982289830769,0.0001,0.0001,0.0001,4.346312303093948,0.096070920321949
221,ADAD1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
222,ATP2A2,0.0001,0.0001,0.0001,0.0001,0.0001,8.182914613458275,0.0
223,SMIM28,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
224,P2RY12,0.0001,0.0001,0.0001,15.85636277302944,0.0001,3.75321108328621,0.0
225,PALB2,32.53286881317485,3.543223079687205,0.0001,24.57573599240266,0.0001,5.72079327894014,0.096070920321949
226,CAPZA2,673.0010611820614,2.9512243116989785,4.595098316816109,44.868660968660976,0.0001,4.520559011228693,246.037626944511
227,CSNK1A1L,28.91848849506601,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
228,SRGN,0.0001,4.12190927602197,0.0001,19.22331433998101,0.0001,0.0001,0.0
229,BPI,52.77339859458437,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
230,IQCH,13.73809115900888,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
231,OR5A2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
232,UIMC1,338.3094437251828,3.0403911637377874,3.803070630800692,29.772222222222226,0.0001,5.763244203893691,2.6899857690145703
233,NLRP1,57.83353103993674,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
234,DYNC2LI1,111.32635974794758,0.0001,3.344034922133081,0.0001,0.0001,0.0001,22.096311674048295
235,NUS1,261.68458098127536,4.156799164969799,5.076172722982538,26.167616334283,0.0001,4.520559011228693,0.0
236,MTNR1A,164.81918845595845,0.0001,3.774379424256725,0.0001,2.5804004579553417,0.0001,0.672496442253643
237,DAXX,156.1446756924972,5.616707448537841,6.28356457448482,40.78770180436848,0.0001,5.2500444300832045,134.06696930928
238,ONECUT2,735.8912787171553,7.710306120702931,3.4349992134654705,0.0001,0.0001,0.0001,0.0
239,CLCN1,0.0001,3.1998169093615787,0.0001,0.0001,0.0001,0.0001,0.0
240,SS18L2,111.32635974794758,5.432778357659863,4.093975145508887,38.363722697056026,0.0001,3.804798448986186,0.096070920321949
241,TMEM192,313.0087814984209,4.957076367618623,6.661997797703318,22.138698955365623,1.9080213179354144,4.520559011228693,0.0
242,L3MBTL2,448.1866053956916,0.0001,5.273997168475696,31.26638176638177,0.0001,5.1164552871799005,62.83038189055471
243,IL20RA,166.98781664682372,0.0001,4.596103507943998,0.0001,4.307166282997143,0.0001,0.288212760965847
244,CCDC171,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
245,IL9,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
246,EDIL3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
247,UBE2V2,0.0001,0.0001,0.0001,0.0001,0.0001,5.498755957670247,0.0
248,MMP24OS,400.4767851966549,6.3408908129566575,3.670333490640239,28.408641975308644,0.0001,0.0001,9.895304793160747
249,IRF7,639.0258861918384,4.364607039578377,4.031212836243511,31.39890788224121,0.0001,3.651070361095404,0.096070920321949
250,CIAO1,646.254646828056,4.297890179839496,5.56898694352682,34.079249762583096,0.0001,4.874828338314888,79.8349347875396
251,ITPR2,0.0001,0.0001,0.0001,0.0001,0.0001,4.070037967525648,0.0
252,ZFP90,487.9447888948888,0.0001,5.465579675947773,28.8840930674264,0.0001,5.037482833831489,0.0
253,DTX3L,206.746000146021,3.1099228281514693,4.05896649362907,0.0001,0.0001,0.0001,0.096070920321949
254,TMEM80,396.1395288149242,4.574570934788932,5.661337108699072,88.02255460588793,0.0001,0.0001,0.480354601609745
255,CBLN1,815.4076457155497,5.053224619701921,3.710907660846311,26.49178537511871,0.0001,0.0001,0.0
256,TBC1D3,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
257,UNC93B1,300.71988841685084,5.656131825259664,4.508955482145666,0.0001,2.7091942776799,0.0001,14.1224252873265
258,SH2D7,0.0001,0.0001,0.0001,0.0001,2.896762569087035,0.0001,0.0
259,MEIG1,301.44276448047265,0.0001,5.087945571810603,36.706695156695154,3.006245068126161,0.0001,0.0
260,ALG2,350.59833680675285,6.377979500693006,5.595216296995438,42.716856600189935,0.0001,3.001308667905324,69.651417233413
261,TMEM126A,67.95379593064149,0.0001,4.126405537203083,27.28314339981007,0.0001,3.5830761773972046,274.858903041096
